lead_id,customer_id,lead_date,channel,campaign_id,message_type,attempted,connected,contracted,policy_id,contract_date,premium
L20251218_296531,U10296531,2025-12-18,naver,NA_C01,DA,1,1,1,P20251223_855369,2025-12-23,49882
L20251012_227887,U10227887,2025-10-12,kakao,KA_C06,DA,1,0,0,,,0
L20251024_013524,U10013524,2025-10-24,google,GO_C01,DA,0,0,0,,,0
L20250802_000101,U10000101,2025-08-02,google,GO_C01,DA,0,0,0,,,0
L20250801_098633,U10098633,2025-08-01,google,GO_C03,SA,1,0,0,,,0
L20251211_071276,U10071276,2025-12-11,google,GO_C02,SA,1,1,0,,,0
L20260112_156154,U10156154,2026-01-12,google,GO_C05,DA,0,0,0,,,0
L20250823_188538,U10188538,2025-08-23,kakao,KA_C01,DA,1,1,1,P20250903_422081,2025-09-03,58130
L20251223_154382,U10154382,2025-12-23,google,GO_C05,DA,0,0,0,,,0
L20251029_232044,U10232044,2025-10-29,kakao,KA_C06,SA,0,0,0,,,0
L20250817_307885,U10307885,2025-08-17,naver,NA_C02,DA,1,1,0,,,0
L20250831_133247,U10133247,2025-08-31,google,GO_C04,SA,0,0,0,,,0
L20250813_158323,U10158323,2025-08-13,google,GO_C05,SA,1,0,0,,,0
L20250831_415072,U10415072,2025-08-31,toss,TO_C01,DA,0,0,0,,,0
L20251221_322616,U10322616,2025-12-21,naver,NA_C02,DA,0,0,0,,,0
L20251219_258480,U10258480,2025-12-19,meta,ME_C03,SA,0,0,0,,,0
L20251217_263724,U10263724,2025-12-17,meta,ME_C04,DA,1,1,1,P20251231_992255,2025-12-31,46382
L20250904_144897,U10144897,2025-09-04,google,GO_C05,DA,0,0,0,,,0
L20251125_282244,U10282244,2025-11-25,meta,ME_C06,DA,0,0,0,,,0
L20251213_092173,U10092173,2025-12-13,google,GO_C03,DA,1,1,1,P20251226_425039,2025-12-26,49449
L20251025_423973,U10423973,2025-10-25,toss,TO_C02,DA,0,0,0,,,0
L20251221_139794,U10139794,2025-12-21,google,GO_C04,SA,0,0,0,,,0
L20250913_199603,U10199603,2025-09-13,kakao,KA_C02,DA,0,0,0,,,0
L20251017_400455,U10400455,2025-10-17,naver,NA_C06,DA,1,0,0,,,0
L20251213_351366,U10351366,2025-12-13,naver,NA_C03,SA,0,0,0,,,0
L20250828_453853,U10453853,2025-08-28,toss,TO_C06,SA,1,1,0,,,0
L20250813_432982,U10432982,2025-08-13,toss,TO_C03,SA,1,1,1,P20250831_984065,2025-08-31,61857
L20251221_113102,U10113102,2025-12-21,google,GO_C03,SA,0,0,0,,,0
L20260127_073836,U10073836,2026-01-27,google,GO_C02,SA,1,1,1,P20260205_615490,2026-02-05,43353
L20250801_230411,U10230411,2025-08-01,kakao,KA_C06,SA,1,1,0,,,0
L20250919_134288,U10134288,2025-09-19,google,GO_C04,SA,0,0,0,,,0
L20250921_449751,U10449751,2025-09-21,toss,TO_C06,DA,0,0,0,,,0
L20251007_218641,U10218641,2025-10-07,kakao,KA_C05,DA,0,0,0,,,0
L20251230_072280,U10072280,2025-12-30,google,GO_C02,SA,1,1,1,P20260115_161348,2026-01-15,40755
L20251109_069458,U10069458,2025-11-09,google,GO_C02,SA,1,0,0,,,0
L20251223_434832,U10434832,2025-12-23,toss,TO_C03,SA,0,0,0,,,0
L20251211_021256,U10021256,2025-12-11,google,GO_C01,DA,0,0,0,,,0
L20251214_045585,U10045585,2025-12-14,google,GO_C01,SA,1,1,1,P20251230_839591,2025-12-30,55131
L20260127_418549,U10418549,2026-01-27,toss,TO_C01,DA,1,0,0,,,0
L20250905_407832,U10407832,2025-09-05,naver,NA_C06,SA,1,1,1,P20250917_230496,2025-09-17,48349
L20260114_201899,U10201899,2026-01-14,kakao,KA_C02,DA,0,0,0,,,0
L20251011_333185,U10333185,2025-10-11,naver,NA_C02,SA,1,1,1,P20251015_325830,2025-10-15,38744
L20251126_350984,U10350984,2025-11-26,naver,NA_C03,SA,0,0,0,,,0
L20251021_357718,U10357718,2025-10-21,naver,NA_C04,DA,1,1,1,P20251104_294554,2025-11-04,52354
L20250921_066809,U10066809,2025-09-21,google,GO_C02,SA,0,0,0,,,0
L20260121_156982,U10156982,2026-01-21,google,GO_C05,DA,1,0,0,,,0
L20251218_428884,U10428884,2025-12-18,toss,TO_C02,SA,0,0,0,,,0
L20251126_164749,U10164749,2025-11-26,google,GO_C05,SA,1,0,0,,,0
L20251208_138883,U10138883,2025-12-08,google,GO_C04,SA,0,0,0,,,0
L20250924_355852,U10355852,2025-09-24,naver,NA_C04,DA,0,0,0,,,0
L20251228_140263,U10140263,2025-12-28,google,GO_C04,SA,0,0,0,,,0
L20251104_057844,U10057844,2025-11-04,google,GO_C02,DA,0,0,0,,,0
L20251008_122247,U10122247,2025-10-08,google,GO_C04,DA,0,0,0,,,0
L20260101_072421,U10072421,2026-01-01,google,GO_C02,SA,0,0,0,,,0
L20251012_037766,U10037766,2025-10-12,google,GO_C01,SA,1,0,0,,,0
L20251107_015698,U10015698,2025-11-07,google,GO_C01,DA,0,0,0,,,0
L20251221_339811,U10339811,2025-12-21,naver,NA_C02,SA,0,0,0,,,0
L20260121_348248,U10348248,2026-01-21,naver,NA_C03,DA,0,0,0,,,0
L20251216_277497,U10277497,2025-12-16,meta,ME_C05,SA,1,1,1,P20260113_273900,2026-01-13,45107
L20250904_330080,U10330080,2025-09-04,naver,NA_C02,SA,0,0,0,,,0
L20250802_414391,U10414391,2025-08-02,toss,TO_C01,DA,1,0,0,,,0
L20250906_344299,U10344299,2025-09-06,naver,NA_C03,DA,1,1,1,P20250917_649299,2025-09-17,44359
L20251107_401574,U10401574,2025-11-07,naver,NA_C06,DA,0,0,0,,,0
L20251020_136005,U10136005,2025-10-20,google,GO_C04,SA,1,1,1,P20251025_633052,2025-10-25,49048
L20250813_299177,U10299177,2025-08-13,naver,NA_C01,SA,0,0,0,,,0
L20251015_400322,U10400322,2025-10-15,naver,NA_C06,DA,0,0,0,,,0
L20250830_271021,U10271021,2025-08-30,meta,ME_C05,DA,0,0,0,,,0
L20250911_449505,U10449505,2025-09-11,toss,TO_C06,DA,0,0,0,,,0
L20251109_369679,U10369679,2025-11-09,naver,NA_C04,SA,0,0,0,,,0
L20251211_127497,U10127497,2025-12-11,google,GO_C04,DA,1,1,1,P20260103_485196,2026-01-03,47895
L20260122_298422,U10298422,2026-01-22,naver,NA_C01,DA,1,0,0,,,0
L20250805_213919,U10213919,2025-08-05,kakao,KA_C04,SA,0,0,0,,,0
L20251021_334220,U10334220,2025-10-21,naver,NA_C02,SA,1,0,0,,,0
L20250809_274957,U10274957,2025-08-09,meta,ME_C05,SA,1,1,1,P20250829_198252,2025-08-29,47179
L20250808_001137,U10001137,2025-08-08,google,GO_C01,DA,0,0,0,,,0
L20250815_307694,U10307694,2025-08-15,naver,NA_C02,DA,1,0,0,,,0
L20250912_310836,U10310836,2025-09-12,naver,NA_C02,DA,1,1,0,,,0
L20260117_027616,U10027616,2026-01-17,google,GO_C01,DA,0,0,0,,,0
L20250910_376642,U10376642,2025-09-10,naver,NA_C05,DA,0,0,0,,,0
L20250921_121028,U10121028,2025-09-21,google,GO_C04,DA,0,0,0,,,0
L20250926_208636,U10208636,2025-09-26,kakao,KA_C03,SA,0,0,0,,,0
L20251130_268608,U10268608,2025-11-30,meta,ME_C04,SA,0,0,0,,,0
L20250821_290168,U10290168,2025-08-21,naver,NA_C01,DA,1,0,0,,,0
L20251002_009758,U10009758,2025-10-02,google,GO_C01,DA,0,0,0,,,0
L20260114_096738,U10096738,2026-01-14,google,GO_C03,DA,0,0,0,,,0
L20251031_124134,U10124134,2025-10-31,google,GO_C04,DA,0,0,0,,,0
L20251124_451498,U10451498,2025-11-24,toss,TO_C06,DA,0,0,0,,,0
L20250903_078297,U10078297,2025-09-03,google,GO_C03,DA,0,0,0,,,0
L20250801_343326,U10343326,2025-08-01,naver,NA_C03,DA,1,1,1,P20250828_970284,2025-08-28,60982
L20251231_288382,U10288382,2025-12-31,meta,ME_C06,SA,0,0,0,,,0
L20250831_077805,U10077805,2025-08-31,google,GO_C03,DA,0,0,0,,,0
L20250811_169534,U10169534,2025-08-11,google,GO_C06,DA,0,0,0,,,0
L20251004_439065,U10439065,2025-10-04,toss,TO_C04,SA,1,1,1,P20251012_167170,2025-10-12,57155
L20251108_041208,U10041208,2025-11-08,google,GO_C01,SA,1,1,0,,,0
L20260119_050117,U10050117,2026-01-19,google,GO_C01,SA,1,1,0,,,0
L20250801_432819,U10432819,2025-08-01,toss,TO_C03,SA,0,0,0,,,0
L20251023_272336,U10272336,2025-10-23,meta,ME_C05,DA,0,0,0,,,0
L20251231_421467,U10421467,2025-12-31,toss,TO_C01,SA,0,0,0,,,0
L20251013_261459,U10261459,2025-10-13,meta,ME_C04,DA,0,0,0,,,0
L20251030_057501,U10057501,2025-10-30,google,GO_C02,DA,0,0,0,,,0
L20251004_254907,U10254907,2025-10-04,meta,ME_C03,DA,0,0,0,,,0
L20250918_300659,U10300659,2025-09-18,naver,NA_C01,SA,0,0,0,,,0
L20251224_216166,U10216166,2025-12-24,kakao,KA_C04,SA,1,0,0,,,0
L20251027_039679,U10039679,2025-10-27,google,GO_C01,SA,1,1,1,P20251118_331127,2025-11-18,47929
L20251212_287886,U10287886,2025-12-12,meta,ME_C06,SA,0,0,0,,,0
L20251215_127893,U10127893,2025-12-15,google,GO_C04,DA,0,0,0,,,0
L20260106_341316,U10341316,2026-01-06,naver,NA_C02,SA,0,0,0,,,0
L20251120_381560,U10381560,2025-11-20,naver,NA_C05,DA,0,0,0,,,0
L20251012_148043,U10148043,2025-10-12,google,GO_C05,DA,1,0,0,,,0
L20250818_065015,U10065015,2025-08-18,google,GO_C02,SA,0,0,0,,,0
L20251227_277745,U10277745,2025-12-27,meta,ME_C05,SA,1,1,1,P20260110_103263,2026-01-10,40044
L20251101_257854,U10257854,2025-11-01,meta,ME_C03,SA,1,1,1,P20251106_610426,2025-11-06,35027
L20250815_210586,U10210586,2025-08-15,kakao,KA_C04,DA,1,0,0,,,0
L20260110_341699,U10341699,2026-01-10,naver,NA_C02,SA,1,0,0,,,0
L20250918_242745,U10242745,2025-09-18,meta,ME_C01,SA,1,1,1,P20251018_475945,2025-10-18,48789
L20260123_216641,U10216641,2026-01-23,kakao,KA_C04,SA,1,1,1,P20260205_485451,2026-02-05,57812
L20250831_194712,U10194712,2025-08-31,kakao,KA_C01,SA,0,0,0,,,0
L20251231_372491,U10372491,2025-12-31,naver,NA_C04,SA,1,0,0,,,0
L20251125_164675,U10164675,2025-11-25,google,GO_C05,SA,1,1,1,P20251220_892442,2025-12-20,51380
L20251205_303822,U10303822,2025-12-05,naver,NA_C01,SA,1,1,0,,,0
L20251110_124967,U10124967,2025-11-10,google,GO_C04,DA,0,0,0,,,0
L20251227_047358,U10047358,2025-12-27,google,GO_C01,SA,0,0,0,,,0
L20251213_361450,U10361450,2025-12-13,naver,NA_C04,DA,0,0,0,,,0
L20251101_040402,U10040402,2025-11-01,google,GO_C01,SA,0,0,0,,,0
L20260108_246466,U10246466,2026-01-08,meta,ME_C01,SA,0,0,0,,,0
L20250812_435524,U10435524,2025-08-12,toss,TO_C04,DA,0,0,0,,,0
L20260102_095098,U10095098,2026-01-02,google,GO_C03,DA,1,1,1,P20260131_231832,2026-01-31,62014
L20260107_283687,U10283687,2026-01-07,meta,ME_C06,DA,0,0,0,,,0
L20250927_344913,U10344913,2025-09-27,naver,NA_C03,DA,1,1,1,P20251011_816868,2025-10-11,60113
L20251018_400479,U10400479,2025-10-18,naver,NA_C06,DA,0,0,0,,,0
L20251226_277723,U10277723,2025-12-26,meta,ME_C05,SA,0,0,0,,,0
L20251001_292254,U10292254,2025-10-01,naver,NA_C01,DA,0,0,0,,,0
L20251025_255250,U10255250,2025-10-25,meta,ME_C03,DA,0,0,0,,,0
L20251224_154474,U10154474,2025-12-24,google,GO_C05,DA,0,0,0,,,0
L20250815_158467,U10158467,2025-08-15,google,GO_C05,SA,0,0,0,,,0
L20251229_094358,U10094358,2025-12-29,google,GO_C03,DA,1,1,0,,,0
L20251020_136036,U10136036,2025-10-20,google,GO_C04,SA,0,0,0,,,0
L20250808_406592,U10406592,2025-08-08,naver,NA_C06,SA,1,1,1,P20250821_571317,2025-08-21,42743
L20251013_409488,U10409488,2025-10-13,naver,NA_C06,SA,1,0,0,,,0
L20250915_235545,U10235545,2025-09-15,meta,ME_C01,DA,1,0,0,,,0
L20250806_131721,U10131721,2025-08-06,google,GO_C04,SA,1,0,0,,,0
L20251130_382248,U10382248,2025-11-30,naver,NA_C05,DA,1,1,0,,,0
L20250829_202568,U10202568,2025-08-29,kakao,KA_C02,SA,1,1,1,P20250918_588318,2025-09-18,52641
L20251111_391915,U10391915,2025-11-11,naver,NA_C05,SA,1,1,1,P20251119_742645,2025-11-19,50825
L20251224_404221,U10404221,2025-12-24,naver,NA_C06,DA,0,0,0,,,0
L20250809_158020,U10158020,2025-08-09,google,GO_C05,SA,1,1,1,P20250813_249571,2025-08-13,55273
L20260114_156370,U10156370,2026-01-14,google,GO_C05,DA,0,0,0,,,0
L20251223_166562,U10166562,2025-12-23,google,GO_C05,SA,0,0,0,,,0
L20251105_294270,U10294270,2025-11-05,naver,NA_C01,DA,0,0,0,,,0
L20251026_261954,U10261954,2025-10-26,meta,ME_C04,DA,0,0,0,,,0
L20251118_262694,U10262694,2025-11-18,meta,ME_C04,DA,0,0,0,,,0
L20251103_014947,U10014947,2025-11-03,google,GO_C01,DA,0,0,0,,,0
L20251208_091363,U10091363,2025-12-08,google,GO_C03,DA,0,0,0,,,0
L20251121_042718,U10042718,2025-11-21,google,GO_C01,SA,0,0,0,,,0
L20250820_308276,U10308276,2025-08-20,naver,NA_C02,DA,0,0,0,,,0
L20251110_058232,U10058232,2025-11-10,google,GO_C02,DA,1,1,1,P20251124_276451,2025-11-24,56658
L20250922_398939,U10398939,2025-09-22,naver,NA_C06,DA,0,0,0,,,0
L20251106_446832,U10446832,2025-11-06,toss,TO_C05,SA,0,0,0,,,0
L20250818_031311,U10031311,2025-08-18,google,GO_C01,SA,1,1,1,P20250914_196446,2025-09-14,55824
L20251223_113270,U10113270,2025-12-23,google,GO_C03,SA,1,0,0,,,0
L20251126_110338,U10110338,2025-11-26,google,GO_C03,SA,1,1,1,P20251202_555115,2025-12-02,59582
L20260104_193072,U10193072,2026-01-04,kakao,KA_C01,DA,0,0,0,,,0
L20251118_109525,U10109525,2025-11-18,google,GO_C03,SA,1,1,1,P20251129_341202,2025-11-29,52208
L20260112_240476,U10240476,2026-01-12,meta,ME_C01,DA,0,0,0,,,0
L20251004_010188,U10010188,2025-10-04,google,GO_C01,DA,0,0,0,,,0
L20251028_424040,U10424040,2025-10-28,toss,TO_C02,DA,0,0,0,,,0
L20251128_043583,U10043583,2025-11-28,google,GO_C01,SA,1,0,0,,,0
L20251201_165057,U10165057,2025-12-01,google,GO_C05,SA,1,1,1,P20251214_281356,2025-12-14,44788
L20251007_427488,U10427488,2025-10-07,toss,TO_C02,SA,1,0,0,,,0
L20251025_420125,U10420125,2025-10-25,toss,TO_C01,SA,1,1,1,P20251117_509596,2025-11-17,77262
L20250919_408418,U10408418,2025-09-19,naver,NA_C06,SA,0,0,0,,,0
L20251120_017811,U10017811,2025-11-20,google,GO_C01,DA,0,0,0,,,0
L20251128_164853,U10164853,2025-11-28,google,GO_C05,SA,1,0,0,,,0
L20250926_235978,U10235978,2025-09-26,meta,ME_C01,DA,1,1,1,P20251011_258259,2025-10-11,50017
L20250817_076019,U10076019,2025-08-17,google,GO_C03,DA,0,0,0,,,0
L20251012_223660,U10223660,2025-10-12,kakao,KA_C05,SA,0,0,0,,,0
L20250923_408612,U10408612,2025-09-23,naver,NA_C06,SA,0,0,0,,,0
L20251023_379609,U10379609,2025-10-23,naver,NA_C05,DA,0,0,0,,,0
L20251018_368519,U10368519,2025-10-18,naver,NA_C04,SA,0,0,0,,,0
L20250813_259342,U10259342,2025-08-13,meta,ME_C04,DA,0,0,0,,,0
L20251223_213146,U10213146,2025-12-23,kakao,KA_C04,DA,0,0,0,,,0
L20260101_198111,U10198111,2026-01-01,kakao,KA_C01,SA,0,0,0,,,0
L20251008_037310,U10037310,2025-10-08,google,GO_C01,SA,0,0,0,,,0
L20251102_183995,U10183995,2025-11-02,google,GO_C06,SA,1,1,1,P20251122_742647,2025-11-22,43913
L20251208_060311,U10060311,2025-12-08,google,GO_C02,DA,0,0,0,,,0
L20260103_114556,U10114556,2026-01-03,google,GO_C03,SA,1,1,1,P20260110_252373,2026-01-10,56876
L20251225_061643,U10061643,2025-12-25,google,GO_C02,DA,1,1,1,P20260122_871672,2026-01-22,49509
L20251112_150709,U10150709,2025-11-12,google,GO_C05,DA,0,0,0,,,0
L20250811_117792,U10117792,2025-08-11,google,GO_C04,DA,1,1,0,,,0
L20250801_278426,U10278426,2025-08-01,meta,ME_C06,DA,1,1,1,P20250807_161371,2025-08-07,44500
L20250813_307436,U10307436,2025-08-13,naver,NA_C02,DA,0,0,0,,,0
L20251218_304360,U10304360,2025-12-18,naver,NA_C01,SA,0,0,0,,,0
L20260115_179135,U10179135,2026-01-15,google,GO_C06,DA,0,0,0,,,0
L20251127_370567,U10370567,2025-11-27,naver,NA_C04,SA,1,1,0,,,0
L20250923_408609,U10408609,2025-09-23,naver,NA_C06,SA,0,0,0,,,0
L20250814_118060,U10118060,2025-08-14,google,GO_C04,DA,0,0,0,,,0
L20250925_389365,U10389365,2025-09-25,naver,NA_C05,SA,1,0,0,,,0
L20251207_282654,U10282654,2025-12-07,meta,ME_C06,DA,0,0,0,,,0
L20250821_003309,U10003309,2025-08-21,google,GO_C01,DA,0,0,0,,,0
L20251103_174563,U10174563,2025-11-03,google,GO_C06,DA,1,0,0,,,0
L20250820_052512,U10052512,2025-08-20,google,GO_C02,DA,1,0,0,,,0
L20250821_118607,U10118607,2025-08-21,google,GO_C04,DA,0,0,0,,,0
L20251226_362366,U10362366,2025-12-26,naver,NA_C04,DA,1,0,0,,,0
L20250920_300744,U10300744,2025-09-20,naver,NA_C01,SA,1,1,1,P20251004_523824,2025-10-04,45448
L20251221_412575,U10412575,2025-12-21,naver,NA_C06,SA,1,1,1,P20251227_457906,2025-12-27,40668
L20260117_027521,U10027521,2026-01-17,google,GO_C01,DA,1,1,1,P20260206_761484,2026-02-06,48192
L20250901_354357,U10354357,2025-09-01,naver,NA_C04,DA,1,1,1,P20250912_544077,2025-09-12,49269
L20251106_237705,U10237705,2025-11-06,meta,ME_C01,DA,0,0,0,,,0
L20250828_251293,U10251293,2025-08-28,meta,ME_C02,SA,0,0,0,,,0
L20250906_366398,U10366398,2025-09-06,naver,NA_C04,SA,1,1,0,,,0
L20251103_086450,U10086450,2025-11-03,google,GO_C03,DA,0,0,0,,,0
L20251026_434027,U10434027,2025-10-26,toss,TO_C03,SA,1,1,0,,,0
L20251030_068897,U10068897,2025-10-30,google,GO_C02,SA,1,1,1,P20251111_624747,2025-11-11,42236
L20251031_286797,U10286797,2025-10-31,meta,ME_C06,SA,0,0,0,,,0
L20250830_032871,U10032871,2025-08-30,google,GO_C01,SA,1,1,1,P20250912_823813,2025-09-12,50123
L20250926_399178,U10399178,2025-09-26,naver,NA_C06,DA,0,0,0,,,0
L20251207_320876,U10320876,2025-12-07,naver,NA_C02,DA,1,1,1,P20260104_380127,2026-01-04,42367
L20251029_014303,U10014303,2025-10-29,google,GO_C01,DA,0,0,0,,,0
L20251229_154881,U10154881,2025-12-29,google,GO_C05,DA,0,0,0,,,0
L20251124_439733,U10439733,2025-11-24,toss,TO_C04,SA,0,0,0,,,0
L20251101_086135,U10086135,2025-11-01,google,GO_C03,DA,0,0,0,,,0
L20250916_034729,U10034729,2025-09-16,google,GO_C01,SA,1,0,0,,,0
L20260104_221316,U10221316,2026-01-04,kakao,KA_C05,DA,0,0,0,,,0
L20251003_276026,U10276026,2025-10-03,meta,ME_C05,SA,1,1,1,P20251004_213858,2025-10-04,59403
L20251230_047770,U10047770,2025-12-30,google,GO_C01,SA,1,1,1,P20260106_152904,2026-01-06,54439
L20251231_140469,U10140469,2025-12-31,google,GO_C04,SA,0,0,0,,,0
L20250917_145942,U10145942,2025-09-17,google,GO_C05,DA,1,1,1,P20251010_425582,2025-10-10,40142
L20251015_148288,U10148288,2025-10-15,google,GO_C05,DA,0,0,0,,,0
L20250912_242558,U10242558,2025-09-12,meta,ME_C01,SA,1,0,0,,,0
L20251018_315128,U10315128,2025-10-18,naver,NA_C02,DA,0,0,0,,,0
L20250811_445073,U10445073,2025-08-11,toss,TO_C05,SA,0,0,0,,,0
L20250902_227013,U10227013,2025-09-02,kakao,KA_C06,DA,0,0,0,,,0
L20251122_319173,U10319173,2025-11-22,naver,NA_C02,DA,0,0,0,,,0
L20250915_331002,U10331002,2025-09-15,naver,NA_C02,SA,1,0,0,,,0
L20250910_006427,U10006427,2025-09-10,google,GO_C01,DA,0,0,0,,,0
L20260103_048267,U10048267,2026-01-03,google,GO_C01,SA,1,0,0,,,0
L20260108_264576,U10264576,2026-01-08,meta,ME_C04,DA,0,0,0,,,0
L20250904_260150,U10260150,2025-09-04,meta,ME_C04,DA,1,1,1,P20250923_750018,2025-09-23,41075
L20251028_345832,U10345832,2025-10-28,naver,NA_C03,DA,0,0,0,,,0
L20251001_399494,U10399494,2025-10-01,naver,NA_C06,DA,0,0,0,,,0
L20251214_192295,U10192295,2025-12-14,kakao,KA_C01,DA,1,1,1,P20251220_517251,2025-12-20,52652
L20251024_123557,U10123557,2025-10-24,google,GO_C04,DA,0,0,0,,,0
L20251207_185488,U10185488,2025-12-07,google,GO_C06,SA,1,1,0,,,0
L20260119_421807,U10421807,2026-01-19,toss,TO_C01,SA,1,0,0,,,0
L20251015_083707,U10083707,2025-10-15,google,GO_C03,DA,0,0,0,,,0
L20251117_303091,U10303091,2025-11-17,naver,NA_C01,SA,1,1,1,P20251215_253461,2025-12-15,53263
L20251225_113562,U10113562,2025-12-25,google,GO_C03,SA,1,0,0,,,0
L20251105_124593,U10124593,2025-11-05,google,GO_C04,DA,0,0,0,,,0
L20251002_248374,U10248374,2025-10-02,meta,ME_C02,DA,0,0,0,,,0
L20251219_249990,U10249990,2025-12-19,meta,ME_C02,DA,0,0,0,,,0
L20251024_379645,U10379645,2025-10-24,naver,NA_C05,DA,0,0,0,,,0
L20251117_336567,U10336567,2025-11-17,naver,NA_C02,SA,0,0,0,,,0
L20251106_124626,U10124626,2025-11-06,google,GO_C04,DA,0,0,0,,,0
L20250914_145659,U10145659,2025-09-14,google,GO_C05,DA,0,0,0,,,0
L20260123_028628,U10028628,2026-01-23,google,GO_C01,DA,1,1,1,P20260125_122661,2026-01-25,63337
L20260117_130663,U10130663,2026-01-17,google,GO_C04,DA,0,0,0,,,0
L20250923_300828,U10300828,2025-09-23,naver,NA_C01,SA,0,0,0,,,0
L20260112_258761,U10258761,2026-01-12,meta,ME_C03,SA,0,0,0,,,0
L20260121_305765,U10305765,2026-01-21,naver,NA_C01,SA,0,0,0,,,0
L20260103_229832,U10229832,2026-01-03,kakao,KA_C06,DA,1,0,0,,,0
L20251213_425166,U10425166,2025-12-13,toss,TO_C02,DA,0,0,0,,,0
L20251022_190540,U10190540,2025-10-22,kakao,KA_C01,DA,0,0,0,,,0
L20251204_044266,U10044266,2025-12-04,google,GO_C01,SA,0,0,0,,,0
L20251213_452037,U10452037,2025-12-13,toss,TO_C06,DA,0,0,0,,,0
L20250923_160728,U10160728,2025-09-23,google,GO_C05,SA,1,1,1,P20251009_138731,2025-10-09,55485
L20251103_237586,U10237586,2025-11-03,meta,ME_C01,DA,0,0,0,,,0
L20251114_137548,U10137548,2025-11-14,google,GO_C04,SA,0,0,0,,,0
L20250808_001020,U10001020,2025-08-08,google,GO_C01,DA,0,0,0,,,0
L20250902_309757,U10309757,2025-09-02,naver,NA_C02,DA,0,0,0,,,0
L20251030_136688,U10136688,2025-10-30,google,GO_C04,SA,1,0,0,,,0
L20251020_012724,U10012724,2025-10-20,google,GO_C01,DA,1,1,0,,,0
L20251110_359114,U10359114,2025-11-10,naver,NA_C04,DA,1,0,0,,,0
L20250911_454201,U10454201,2025-09-11,toss,TO_C06,SA,1,1,1,P20250921_543489,2025-09-21,57806
L20251016_345475,U10345475,2025-10-16,naver,NA_C03,DA,1,1,1,P20251102_556135,2025-11-02,52993
L20251230_129210,U10129210,2025-12-30,google,GO_C04,DA,1,1,0,,,0
L20260113_264754,U10264754,2026-01-13,meta,ME_C04,DA,0,0,0,,,0
L20250901_329841,U10329841,2025-09-01,naver,NA_C02,SA,1,1,1,P20250903_653787,2025-09-03,58874
L20251119_434346,U10434346,2025-11-19,toss,TO_C03,SA,0,0,0,,,0
L20251208_152811,U10152811,2025-12-08,google,GO_C05,DA,1,0,0,,,0
L20250902_366238,U10366238,2025-09-02,naver,NA_C04,SA,1,0,0,,,0
L20251021_039024,U10039024,2025-10-21,google,GO_C01,SA,0,0,0,,,0
L20260106_072672,U10072672,2026-01-06,google,GO_C02,SA,1,1,1,P20260110_319236,2026-01-10,49143
L20251031_316603,U10316603,2025-10-31,naver,NA_C02,DA,1,1,1,P20251116_963606,2025-11-16,54148
L20251205_165356,U10165356,2025-12-05,google,GO_C05,SA,1,1,1,P20251213_641496,2025-12-13,46469
L20260113_230079,U10230079,2026-01-13,kakao,KA_C06,DA,1,1,1,P20260127_520938,2026-01-27,44158
L20251002_067309,U10067309,2025-10-02,google,GO_C02,SA,0,0,0,,,0
L20250821_180685,U10180685,2025-08-21,google,GO_C06,SA,0,0,0,,,0
L20260126_265226,U10265226,2026-01-26,meta,ME_C04,DA,1,1,0,,,0
L20250824_441142,U10441142,2025-08-24,toss,TO_C05,DA,1,1,1,P20250914_173274,2025-09-14,63775
L20260112_049304,U10049304,2026-01-12,google,GO_C01,SA,0,0,0,,,0
L20250930_036358,U10036358,2025-09-30,google,GO_C01,SA,0,0,0,,,0
L20251128_176070,U10176070,2025-11-28,google,GO_C06,DA,0,0,0,,,0
L20250928_009155,U10009155,2025-09-28,google,GO_C01,DA,1,0,0,,,0
L20251010_409350,U10409350,2025-10-10,naver,NA_C06,SA,0,0,0,,,0
L20250809_099374,U10099374,2025-08-09,google,GO_C03,SA,0,0,0,,,0
L20251007_409172,U10409172,2025-10-07,naver,NA_C06,SA,0,0,0,,,0
L20251108_359055,U10359055,2025-11-08,naver,NA_C04,DA,0,0,0,,,0
L20251124_381809,U10381809,2025-11-24,naver,NA_C05,DA,0,0,0,,,0
L20251101_190895,U10190895,2025-11-01,kakao,KA_C01,DA,0,0,0,,,0
L20251202_439841,U10439841,2025-12-02,toss,TO_C04,SA,1,1,0,,,0
L20251217_339478,U10339478,2025-12-17,naver,NA_C02,SA,0,0,0,,,0
L20260125_265209,U10265209,2026-01-25,meta,ME_C04,DA,0,0,0,,,0
L20251106_137117,U10137117,2025-11-06,google,GO_C04,SA,1,0,0,,,0
L20260114_168074,U10168074,2026-01-14,google,GO_C05,SA,1,1,1,P20260124_513817,2026-01-24,49181
L20251018_206134,U10206134,2025-10-18,kakao,KA_C03,DA,0,0,0,,,0
L20250821_387585,U10387585,2025-08-21,naver,NA_C05,SA,0,0,0,,,0
L20250905_033605,U10033605,2025-09-05,google,GO_C01,SA,0,0,0,,,0
L20251210_347007,U10347007,2025-12-10,naver,NA_C03,DA,0,0,0,,,0
L20251021_436586,U10436586,2025-10-21,toss,TO_C04,DA,1,0,0,,,0
L20251206_091004,U10091004,2025-12-06,google,GO_C03,DA,1,1,1,P20251209_779933,2025-12-09,65135
L20251002_276010,U10276010,2025-10-02,meta,ME_C05,SA,1,1,1,P20251019_269844,2025-10-19,36289
L20250809_250973,U10250973,2025-08-09,meta,ME_C02,SA,0,0,0,,,0
