date,channel,campaign_id,message_type,spend,leads,tm_attempts,tm_connected,contracts,premium
2025-12-08,kakao,K2,Short,14.28,5,2,2,1,1678.9
2025-12-08,kakao,K2,Long,2.64,0,0,0,0,0.0
2025-12-09,kakao,K1,Short,3.24,1,3,1,0,0.0
2025-12-09,kakao,K1,Long,4.53,2,4,0,0,0.0
2025-12-09,kakao,K2,Short,6.26,3,1,1,0,0.0
2025-12-09,kakao,K2,Long,13.92,5,1,1,1,810.56
2025-12-10,kakao,K1,Short,4.61,0,2,2,0,0.0
2025-12-10,kakao,K1,Long,3.81,1,3,0,0,0.0
2025-12-10,kakao,K2,Short,12.03,11,5,1,0,0.0
2025-12-10,kakao,K2,Long,12.44,9,5,2,0,0.0
2025-12-11,kakao,K1,Short,13.7,3,5,1,1,2250.4
2025-12-11,kakao,K1,Long,5.79,1,0,0,0,0.0
2025-12-11,kakao,K2,Short,8.92,4,1,1,0,0.0
2025-12-11,kakao,K2,Long,2.97,1,0,0,0,0.0
2025-12-12,kakao,K1,Short,6.48,6,3,2,0,0.0
2025-12-12,kakao,K1,Long,9.9,7,7,2,1,1413.53
2025-12-12,kakao,K2,Short,15.62,7,7,2,2,2827.07
2025-12-12,kakao,K2,Long,1.25,3,1,0,0,0.0
2025-12-13,kakao,K1,Short,7.73,8,5,1,0,0.0
2025-12-13,kakao,K1,Long,3.12,6,2,0,0,0.0
2025-12-13,kakao,K2,Short,6.45,2,3,3,1,747.45
2025-12-13,kakao,K2,Long,6.16,2,3,1,0,0.0
2025-12-14,kakao,K1,Short,4.09,3,0,0,0,0.0
2025-12-14,kakao,K1,Long,9.3,3,4,0,0,0.0
2025-12-14,kakao,K2,Short,4.28,3,1,1,0,0.0
2025-12-14,kakao,K2,Long,5.05,3,2,1,1,1000.54
2025-12-15,kakao,K1,Short,5.74,2,1,0,0,0.0
2025-12-15,kakao,K1,Long,6.03,5,2,0,0,0.0
2025-12-15,kakao,K2,Short,12.3,5,5,3,0,0.0
2025-12-15,kakao,K2,Long,1.9,1,0,0,0,0.0
2025-12-16,kakao,K1,Short,2.24,1,1,0,0,0.0
2025-12-16,kakao,K1,Long,6.94,0,1,0,0,0.0
2025-12-16,kakao,K2,Short,4.31,1,0,0,0,0.0
2025-12-16,kakao,K2,Long,18.92,9,2,0,0,0.0
2025-12-17,kakao,K1,Short,10.92,1,3,1,0,0.0
2025-12-17,kakao,K1,Long,3.85,6,0,0,0,0.0
2025-12-17,kakao,K2,Short,8.55,3,1,0,0,0.0
2025-12-17,kakao,K2,Long,8.56,1,3,2,0,0.0
2025-12-18,kakao,K1,Short,12.95,4,2,1,0,0.0
2025-12-18,kakao,K1,Long,12.42,3,2,0,0,0.0
2025-12-18,kakao,K2,Short,1.95,0,1,0,0,0.0
2025-12-18,kakao,K2,Long,3.61,0,2,1,0,0.0
2025-12-19,kakao,K1,Short,22.0,10,8,1,0,0.0
2025-12-19,kakao,K1,Long,5.21,3,0,0,0,0.0
2025-12-19,kakao,K2,Short,4.3,2,1,1,1,571.77
2025-12-19,kakao,K2,Long,2.71,1,1,0,0,0.0
2025-12-20,kakao,K1,Short,11.9,6,4,3,1,507.98
2025-12-20,kakao,K1,Long,0.96,1,0,0,0,0.0
2025-12-20,kakao,K2,Short,6.01,7,2,0,0,0.0
2025-12-20,kakao,K2,Long,6.46,6,7,1,0,0.0
2025-12-21,kakao,K1,Short,5.66,3,3,1,0,0.0
2025-12-21,kakao,K1,Long,7.96,5,4,2,1,942.2
2025-12-21,kakao,K2,Short,2.16,0,1,0,0,0.0
2025-12-21,kakao,K2,Long,4.55,1,3,1,0,0.0
2025-12-22,kakao,K1,Short,5.27,2,1,0,0,0.0
2025-12-22,kakao,K1,Long,4.38,2,0,0,0,0.0
2025-12-22,kakao,K2,Short,8.61,4,3,0,0,0.0
2025-12-22,kakao,K2,Long,3.22,0,1,0,0,0.0
2025-12-23,kakao,K1,Short,18.18,3,1,1,0,0.0
2025-12-23,kakao,K1,Long,8.49,3,0,0,0,0.0
2025-12-23,kakao,K2,Short,2.21,0,3,0,0,0.0
2025-12-23,kakao,K2,Long,3.01,0,1,0,0,0.0
2025-12-24,kakao,K1,Short,9.9,3,4,1,0,0.0
2025-12-24,kakao,K1,Long,3.47,1,1,1,0,0.0
2025-12-24,kakao,K2,Short,7.47,3,1,0,0,0.0
2025-12-24,kakao,K2,Long,7.89,1,2,1,1,1252.79
2025-12-25,kakao,K1,Short,8.85,3,2,2,0,0.0
2025-12-25,kakao,K1,Long,8.21,7,9,0,0,0.0
2025-12-25,kakao,K2,Short,8.08,3,5,1,1,1285.27
2025-12-25,kakao,K2,Long,7.64,5,0,0,0,0.0
2025-12-26,kakao,K1,Short,10.12,3,2,2,0,0.0
2025-12-26,kakao,K1,Long,2.31,1,0,0,0,0.0
2025-12-26,kakao,K2,Short,17.74,7,6,0,0,0.0
2025-12-26,kakao,K2,Long,3.32,3,0,0,0,0.0
2025-12-27,kakao,K1,Short,6.42,3,2,0,0,0.0
2025-12-27,kakao,K1,Long,7.53,4,3,2,0,0.0
2025-12-27,kakao,K2,Short,9.0,9,8,2,0,0.0
2025-12-27,kakao,K2,Long,0.92,1,0,0,0,0.0
2025-12-28,kakao,K1,Short,3.05,0,1,0,0,0.0
2025-12-28,kakao,K1,Long,1.37,1,1,0,0,0.0
2025-12-28,kakao,K2,Short,3.68,0,1,0,0,0.0
2025-12-28,kakao,K2,Long,12.98,9,2,1,0,0.0
2025-12-29,kakao,K1,Short,0.76,0,0,0,0,0.0
2025-12-29,kakao,K1,Long,8.46,2,3,0,0,0.0
2025-12-29,kakao,K2,Short,12.7,3,3,0,0,0.0
2025-12-29,kakao,K2,Long,6.73,3,5,2,0,0.0
2025-12-30,kakao,K1,Short,3.05,2,1,1,0,0.0
2025-12-30,kakao,K1,Long,8.91,7,2,0,0,0.0
2025-12-30,kakao,K2,Short,14.7,8,9,3,0,0.0
2025-12-30,kakao,K2,Long,3.49,2,0,0,0,0.0
2025-12-31,kakao,K1,Short,13.21,4,4,1,0,0.0
2025-12-31,kakao,K1,Long,10.1,6,2,2,0,0.0
2025-12-31,kakao,K2,Short,8.63,5,4,1,0,0.0
2025-12-31,kakao,K2,Long,1.51,0,0,0,0,0.0
2026-01-01,kakao,K1,Short,8.3,0,1,0,0,0.0
2026-01-01,kakao,K1,Long,3.78,3,1,0,0,0.0
2026-01-01,kakao,K2,Short,7.52,4,0,0,0,0.0
2026-01-01,kakao,K2,Long,13.07,2,3,0,0,0.0
2026-01-02,kakao,K1,Short,3.24,0,0,0,0,0.0
2026-01-02,kakao,K1,Long,7.78,2,2,2,1,1295.26
2026-01-02,kakao,K2,Short,13.57,9,2,2,0,0.0
2026-01-02,kakao,K2,Long,11.22,4,5,1,1,1295.26
2026-01-03,kakao,K1,Short,5.36,2,2,1,0,0.0
2026-01-03,kakao,K1,Long,15.16,6,9,4,0,0.0
2026-01-03,kakao,K2,Short,1.89,1,0,0,0,0.0
2026-01-03,kakao,K2,Long,5.0,4,2,0,0,0.0
2026-01-04,kakao,K1,Short,7.34,2,5,2,2,1154.56
2026-01-04,kakao,K1,Long,6.37,5,6,4,1,577.28
2026-01-04,kakao,K2,Short,4.64,2,3,0,0,0.0
2026-01-04,kakao,K2,Long,6.97,7,4,2,1,577.28
2026-01-05,kakao,K1,Short,4.72,1,1,0,0,0.0
2026-01-05,kakao,K1,Long,10.3,6,7,2,2,4205.98
2026-01-05,kakao,K2,Short,15.41,8,2,2,0,0.0
2026-01-05,kakao,K2,Long,3.01,4,4,0,0,0.0
2026-01-06,kakao,K1,Short,7.36,0,0,0,0,0.0
2026-01-06,kakao,K1,Long,18.26,7,2,2,1,1247.24
2026-01-06,kakao,K2,Short,3.65,1,1,1,0,0.0
2026-01-06,kakao,K2,Long,1.98,0,1,0,0,0.0
2026-01-07,kakao,K1,Short,4.92,3,0,0,0,0.0
2026-01-07,kakao,K1,Long,18.76,8,5,1,0,0.0
2026-01-07,kakao,K2,Short,9.55,2,1,0,0,0.0
2026-01-07,kakao,K2,Long,2.8,0,0,0,0,0.0
2026-01-08,kakao,K1,Short,4.42,2,2,0,0,0.0
2026-01-08,kakao,K1,Long,8.8,4,5,1,0,0.0
2026-01-08,kakao,K2,Short,6.73,4,3,0,0,0.0
2026-01-08,kakao,K2,Long,9.92,4,1,0,0,0.0
2026-01-09,kakao,K1,Short,10.32,1,6,2,0,0.0
2026-01-09,kakao,K1,Long,8.39,4,1,0,0,0.0
2026-01-09,kakao,K2,Short,11.68,2,2,0,0,0.0
2026-01-09,kakao,K2,Long,8.9,5,0,0,0,0.0
2026-01-10,kakao,K1,Short,13.74,5,6,3,0,0.0
2026-01-10,kakao,K1,Long,7.53,5,2,1,0,0.0
2026-01-10,kakao,K2,Short,10.86,5,3,0,0,0.0
2026-01-10,kakao,K2,Long,1.69,1,0,0,0,0.0
2026-01-11,kakao,K1,Short,2.21,1,2,0,0,0.0
2026-01-11,kakao,K1,Long,6.08,2,4,1,0,0.0
2026-01-11,kakao,K2,Short,8.88,10,5,3,0,0.0
2026-01-11,kakao,K2,Long,5.62,3,2,1,0,0.0
2026-01-12,kakao,K1,Short,0.71,2,0,0,0,0.0
2026-01-12,kakao,K1,Long,8.68,4,2,2,1,1876.8
2026-01-12,kakao,K2,Short,15.12,6,7,4,1,1876.8
2026-01-12,kakao,K2,Long,7.08,6,6,0,0,0.0
2026-01-13,kakao,K1,Short,5.37,1,0,0,0,0.0
2026-01-13,kakao,K1,Long,16.88,10,9,5,1,2273.44
2026-01-13,kakao,K2,Short,4.29,2,3,0,0,0.0
2026-01-13,kakao,K2,Long,4.43,1,0,0,0,0.0
2026-01-14,kakao,K1,Short,6.76,2,1,1,0,0.0
2026-01-14,kakao,K1,Long,11.21,3,2,0,0,0.0
2026-01-14,kakao,K2,Short,11.58,5,3,1,0,0.0
2026-01-14,kakao,K2,Long,9.53,2,3,1,0,0.0
2026-01-15,kakao,K1,Short,6.53,7,4,1,0,0.0
2026-01-15,kakao,K1,Long,8.62,3,4,0,0,0.0
2026-01-15,kakao,K2,Short,14.45,8,5,3,0,0.0
2026-01-15,kakao,K2,Long,2.76,1,0,0,0,0.0
2026-01-16,kakao,K1,Short,11.56,4,4,1,0,0.0
2026-01-16,kakao,K1,Long,6.6,1,1,1,0,0.0
2026-01-16,kakao,K2,Short,9.1,4,4,0,0,0.0
2026-01-16,kakao,K2,Long,7.83,3,2,1,1,2621.73
2026-01-17,kakao,K1,Short,1.46,0,0,0,0,0.0
2026-01-17,kakao,K1,Long,10.72,5,4,1,0,0.0
2026-01-17,kakao,K2,Short,4.25,5,1,1,0,0.0
2026-01-17,kakao,K2,Long,10.03,3,5,0,0,0.0
2026-01-18,kakao,K1,Short,4.52,4,3,3,0,0.0
2026-01-18,kakao,K1,Long,3.15,5,2,2,0,0.0
2026-01-18,kakao,K2,Short,9.23,5,5,2,0,0.0
2026-01-18,kakao,K2,Long,6.8,3,5,0,0,0.0
2026-01-19,kakao,K1,Short,5.82,1,4,0,0,0.0
2026-01-19,kakao,K1,Long,11.57,7,4,4,0,0.0
2026-01-19,kakao,K2,Short,5.08,1,2,0,0,0.0
2026-01-19,kakao,K2,Long,8.87,5,3,0,0,0.0
2026-01-20,kakao,K1,Short,8.99,2,2,0,0,0.0
2026-01-20,kakao,K1,Long,6.32,3,2,0,0,0.0
2026-01-20,kakao,K2,Short,9.41,3,0,0,0,0.0
2026-01-20,kakao,K2,Long,6.6,1,0,0,0,0.0
2026-01-21,kakao,K1,Short,12.4,1,1,0,0,0.0
2026-01-21,kakao,K1,Long,5.96,1,0,0,0,0.0
2026-01-21,kakao,K2,Short,5.4,1,1,0,0,0.0
2026-01-21,kakao,K2,Long,12.18,5,2,1,0,0.0
2026-01-22,kakao,K1,Short,5.03,0,3,0,0,0.0
2026-01-22,kakao,K1,Long,3.52,2,0,0,0,0.0
2026-01-22,kakao,K2,Short,20.03,10,4,3,0,0.0
2026-01-22,kakao,K2,Long,5.97,3,3,0,0,0.0
2026-01-23,kakao,K1,Short,11.04,4,5,1,0,0.0
2026-01-23,kakao,K1,Long,9.61,4,3,1,0,0.0
2026-01-23,kakao,K2,Short,3.92,3,0,0,0,0.0
2026-01-23,kakao,K2,Long,11.91,9,6,1,0,0.0
2026-01-24,kakao,K1,Short,1.46,0,1,0,0,0.0
2026-01-24,kakao,K1,Long,8.11,3,2,0,0,0.0
2026-01-24,kakao,K2,Short,13.09,4,3,2,1,463.32
2026-01-24,kakao,K2,Long,8.69,3,4,0,0,0.0
2026-01-25,kakao,K1,Short,6.69,3,6,1,0,0.0
2026-01-25,kakao,K1,Long,2.76,0,0,0,0,0.0
2026-01-25,kakao,K2,Short,5.52,1,1,0,0,0.0
2026-01-25,kakao,K2,Long,6.21,7,3,1,0,0.0
2026-01-26,kakao,K1,Short,4.03,3,1,0,0,0.0
2026-01-26,kakao,K1,Long,1.67,2,1,1,0,0.0
2026-01-26,kakao,K2,Short,19.65,9,9,3,0,0.0
2026-01-26,kakao,K2,Long,1.83,0,2,0,0,0.0
2026-01-27,kakao,K1,Short,4.81,1,1,0,0,0.0
2026-01-27,kakao,K1,Long,18.16,6,4,1,1,2219.44
2026-01-27,kakao,K2,Short,5.23,1,2,1,0,0.0
2026-01-27,kakao,K2,Long,5.8,2,2,1,0,0.0
2026-01-28,kakao,K1,Short,11.38,1,3,2,0,0.0
2026-01-28,kakao,K1,Long,8.05,2,3,1,0,0.0
2026-01-28,kakao,K2,Short,8.13,6,2,1,0,0.0
2026-01-28,kakao,K2,Long,5.98,0,0,0,0,0.0
2026-01-29,kakao,K1,Short,19.26,6,8,4,1,1923.29
2026-01-29,kakao,K1,Long,7.41,5,1,0,0,0.0
2026-01-29,kakao,K2,Short,3.15,0,2,0,0,0.0
2026-01-29,kakao,K2,Long,3.57,0,0,0,0,0.0
2026-01-30,kakao,K1,Short,6.83,5,3,0,0,0.0
2026-01-30,kakao,K1,Long,4.79,3,2,0,0,0.0
2026-01-30,kakao,K2,Short,5.78,1,0,0,0,0.0
2026-01-30,kakao,K2,Long,21.5,5,7,4,0,0.0
2026-01-31,kakao,K1,Short,3.46,2,1,0,0,0.0
2026-01-31,kakao,K1,Long,7.69,3,1,0,0,0.0
2026-01-31,kakao,K2,Short,6.14,0,1,0,0,0.0
2026-01-31,kakao,K2,Long,11.59,3,4,2,0,0.0
2026-02-01,kakao,K1,Short,9.54,7,8,4,0,0.0
2026-02-01,kakao,K1,Long,4.1,2,7,2,0,0.0
2026-02-01,kakao,K2,Short,1.86,3,0,0,0,0.0
2026-02-01,kakao,K2,Long,3.25,5,2,0,0,0.0
2026-02-02,kakao,K1,Short,5.47,2,2,0,0,0.0
2026-02-02,kakao,K1,Long,2.88,2,2,2,0,0.0
2026-02-02,kakao,K2,Short,9.19,5,6,3,0,0.0
2026-02-02,kakao,K2,Long,5.32,6,2,0,0,0.0
2026-02-03,kakao,K1,Short,3.36,0,2,0,0,0.0
2026-02-03,kakao,K1,Long,11.48,4,1,1,1,900.82
2026-02-03,kakao,K2,Short,6.14,4,2,0,0,0.0
2026-02-03,kakao,K2,Long,3.52,1,2,1,1,900.82
2026-02-04,kakao,K1,Short,5.03,2,2,0,0,0.0
2026-02-04,kakao,K1,Long,4.97,3,1,0,0,0.0
2026-02-04,kakao,K2,Short,4.81,0,1,0,0,0.0
2026-02-04,kakao,K2,Long,17.21,5,2,2,0,0.0
2026-02-05,kakao,K1,Short,4.81,2,1,1,1,1429.13
2026-02-05,kakao,K1,Long,8.22,5,5,0,0,0.0
2026-02-05,kakao,K2,Short,8.31,2,3,3,1,1429.13
2026-02-05,kakao,K2,Long,4.87,0,0,0,0,0.0
2026-02-06,kakao,K1,Short,11.28,5,5,1,0,0.0
2026-02-06,kakao,K1,Long,12.82,4,4,2,0,0.0
2026-02-06,kakao,K2,Short,2.43,1,0,0,0,0.0
2026-02-06,kakao,K2,Long,2.9,0,1,1,0,0.0
2026-02-07,kakao,K1,Short,3.25,1,0,0,0,0.0
2026-02-07,kakao,K1,Long,5.69,4,2,0,0,0.0
2026-02-07,kakao,K2,Short,4.69,2,2,1,0,0.0
2026-02-07,kakao,K2,Long,8.95,1,2,1,0,0.0
2026-02-08,kakao,K1,Short,9.57,8,5,2,1,666.86
2026-02-08,kakao,K1,Long,2.55,0,1,0,0,0.0
2026-02-08,kakao,K2,Short,3.42,0,2,0,0,0.0
2026-02-08,kakao,K2,Long,1.94,1,2,1,1,666.86
2026-02-09,kakao,K1,Short,5.55,5,1,0,0,0.0
2026-02-09,kakao,K1,Long,7.69,3,4,0,0,0.0
2026-02-09,kakao,K2,Short,1.55,2,0,0,0,0.0
2026-02-09,kakao,K2,Long,6.42,3,1,0,0,0.0
2026-02-10,kakao,K1,Short,6.56,5,3,0,0,0.0
2026-02-10,kakao,K1,Long,4.55,2,5,0,0,0.0
2026-02-10,kakao,K2,Short,4.39,2,0,0,0,0.0
2026-02-10,kakao,K2,Long,9.81,5,3,2,1,613.69
2026-02-11,kakao,K1,Short,5.47,1,1,0,0,0.0
2026-02-11,kakao,K1,Long,3.11,1,0,0,0,0.0
2026-02-11,kakao,K2,Short,13.64,6,5,1,0,0.0
2026-02-11,kakao,K2,Long,0.94,0,0,0,0,0.0
2026-02-12,kakao,K1,Short,3.69,3,0,0,0,0.0
2026-02-12,kakao,K1,Long,3.35,5,3,0,0,0.0
2026-02-12,kakao,K2,Short,8.42,2,2,1,1,470.73
2026-02-12,kakao,K2,Long,11.72,7,7,4,1,470.73
2026-02-13,kakao,K1,Short,9.24,5,5,1,0,0.0
2026-02-13,kakao,K1,Long,7.21,0,1,0,0,0.0
2026-02-13,kakao,K2,Short,4.24,2,2,2,0,0.0
2026-02-13,kakao,K2,Long,12.49,5,6,2,0,0.0
2026-02-14,kakao,K1,Short,9.78,3,4,1,1,573.85
2026-02-14,kakao,K1,Long,2.92,0,0,0,0,0.0
2026-02-14,kakao,K2,Short,2.7,3,1,0,0,0.0
2026-02-14,kakao,K2,Long,7.21,3,2,1,1,573.85
2026-02-15,kakao,K1,Short,7.17,5,1,0,0,0.0
2026-02-15,kakao,K1,Long,7.0,3,4,2,0,0.0
2026-02-15,kakao,K2,Short,3.58,1,2,0,0,0.0
2026-02-15,kakao,K2,Long,1.1,1,0,0,0,0.0
2026-02-16,kakao,K1,Short,8.87,4,3,2,1,737.77
2026-02-16,kakao,K1,Long,3.82,4,2,0,0,0.0
2026-02-16,kakao,K2,Short,3.05,3,2,1,0,0.0
2026-02-16,kakao,K2,Long,6.62,1,3,1,0,0.0
2026-02-17,kakao,K1,Short,0.81,0,0,0,0,0.0
2026-02-17,kakao,K1,Long,16.12,7,1,0,0,0.0
2026-02-17,kakao,K2,Short,0.77,0,0,0,0,0.0
2026-02-17,kakao,K2,Long,2.93,0,1,1,0,0.0
2026-02-18,kakao,K1,Short,5.38,2,0,0,0,0.0
2026-02-18,kakao,K1,Long,9.35,4,1,0,0,0.0
2026-02-18,kakao,K2,Short,5.33,4,2,0,0,0.0
2026-02-18,kakao,K2,Long,6.02,1,4,1,0,0.0
2026-02-19,kakao,K1,Short,7.26,1,2,2,0,0.0
2026-02-19,kakao,K1,Long,2.92,1,3,0,0,0.0
2026-02-19,kakao,K2,Short,4.32,2,1,0,0,0.0
2026-02-19,kakao,K2,Long,10.16,5,3,1,0,0.0
2026-02-20,kakao,K1,Short,15.43,5,3,1,0,0.0
2026-02-20,kakao,K1,Long,4.21,1,1,0,0,0.0
2026-02-20,kakao,K2,Short,2.24,0,1,0,0,0.0
2026-02-20,kakao,K2,Long,7.54,2,0,0,0,0.0
2026-02-21,kakao,K1,Short,4.4,2,0,0,0,0.0
2026-02-21,kakao,K1,Long,5.46,0,0,0,0,0.0
2026-02-21,kakao,K2,Short,5.06,0,1,0,0,0.0
2026-02-21,kakao,K2,Long,3.92,1,0,0,0,0.0
2026-02-22,kakao,K1,Short,5.29,3,3,1,0,0.0
2026-02-22,kakao,K1,Long,7.99,3,5,3,0,0.0
2026-02-22,kakao,K2,Short,2.13,1,1,1,0,0.0
2026-02-22,kakao,K2,Long,3.92,3,2,0,0,0.0
2026-02-23,kakao,K1,Short,2.84,0,1,0,0,0.0
2026-02-23,kakao,K1,Long,4.32,0,5,2,0,0.0
2026-02-23,kakao,K2,Short,0.44,0,0,0,0,0.0
2026-02-23,kakao,K2,Long,15.72,8,3,1,0,0.0
2026-02-24,kakao,K1,Short,1.74,1,0,0,0,0.0
2026-02-24,kakao,K1,Long,6.53,1,1,0,0,0.0
2026-02-24,kakao,K2,Short,6.84,5,2,1,0,0.0
2026-02-24,kakao,K2,Long,10.35,4,7,2,0,0.0
2026-02-25,kakao,K1,Short,6.46,3,4,0,0,0.0
2026-02-25,kakao,K1,Long,4.11,3,0,0,0,0.0
2026-02-25,kakao,K2,Short,9.11,2,1,0,0,0.0
2026-02-25,kakao,K2,Long,8.57,2,2,2,0,0.0
2026-02-26,kakao,K1,Short,6.76,1,2,2,0,0.0
2026-02-26,kakao,K1,Long,2.31,1,1,1,0,0.0
2026-02-26,kakao,K2,Short,5.98,1,2,0,0,0.0
2026-02-26,kakao,K2,Long,14.09,6,2,0,0,0.0
2026-02-27,kakao,K1,Short,8.62,5,1,0,0,0.0
2026-02-27,kakao,K1,Long,12.06,9,5,0,0,0.0
2026-02-27,kakao,K2,Short,4.62,1,1,0,0,0.0
2026-02-27,kakao,K2,Long,6.57,0,3,1,0,0.0
2026-02-28,kakao,K1,Short,6.74,3,2,0,0,0.0
2026-02-28,kakao,K1,Long,7.62,5,3,0,0,0.0
2026-02-28,kakao,K2,Short,3.79,2,2,1,0,0.0
2026-02-28,kakao,K2,Long,2.88,2,1,1,0,0.0
2025-10-01,meta,M1,Short,3.05,0,0,0,0,0.0
2025-10-01,meta,M1,Long,5.26,0,0,0,0,0.0
2025-10-01,meta,M2,Short,13.36,0,0,0,0,0.0
2025-10-01,meta,M2,Long,11.73,0,0,0,0,0.0
2025-10-02,meta,M1,Short,7.04,2,1,0,0,0.0
2025-10-02,meta,M1,Long,0.98,0,0,0,0,0.0
2025-10-02,meta,M2,Short,4.67,0,0,0,0,0.0
2025-10-02,meta,M2,Long,18.01,6,4,0,0,0.0
2025-10-03,meta,M1,Short,9.61,1,3,1,0,0.0
2025-10-03,meta,M1,Long,7.28,3,0,0,0,0.0
2025-10-03,meta,M2,Short,5.38,4,1,0,0,0.0
2025-10-03,meta,M2,Long,10.9,2,2,0,0,0.0
2025-10-04,meta,M1,Short,3.48,2,3,0,0,0.0
2025-10-04,meta,M1,Long,6.92,10,3,3,0,0.0
2025-10-04,meta,M2,Short,4.52,2,0,0,0,0.0
2025-10-04,meta,M2,Long,8.62,2,4,2,0,0.0
2025-10-05,meta,M1,Short,6.32,3,1,0,0,0.0
2025-10-05,meta,M1,Long,1.18,0,0,0,0,0.0
2025-10-05,meta,M2,Short,12.94,8,7,4,0,0.0
2025-10-05,meta,M2,Long,2.61,2,3,0,0,0.0
2025-10-06,meta,M1,Short,4.0,4,1,0,0,0.0
2025-10-06,meta,M1,Long,11.08,2,5,1,0,0.0
2025-10-06,meta,M2,Short,1.03,0,0,0,0,0.0
2025-10-06,meta,M2,Long,11.68,2,1,0,0,0.0
2025-10-07,meta,M1,Short,7.89,2,4,1,1,857.65
2025-10-07,meta,M1,Long,10.65,6,4,1,1,857.65
2025-10-07,meta,M2,Short,2.5,0,2,0,0,0.0
2025-10-07,meta,M2,Long,7.73,8,6,4,0,0.0
2025-10-08,meta,M1,Short,9.46,4,3,1,0,0.0
2025-10-08,meta,M1,Long,12.16,6,4,2,0,0.0
2025-10-08,meta,M2,Short,1.42,0,0,0,0,0.0
2025-10-08,meta,M2,Long,6.34,3,2,0,0,0.0
2025-10-09,meta,M1,Short,10.66,3,2,0,0,0.0
2025-10-09,meta,M1,Long,9.88,2,4,1,1,406.43
2025-10-09,meta,M2,Short,3.59,3,0,0,0,0.0
2025-10-09,meta,M2,Long,5.68,0,1,0,0,0.0
2025-10-10,meta,M1,Short,4.5,2,3,1,0,0.0
2025-10-10,meta,M1,Long,9.78,5,6,1,0,0.0
2025-10-10,meta,M2,Short,2.53,0,0,0,0,0.0
2025-10-10,meta,M2,Long,16.79,12,7,3,1,2015.36
2025-10-11,meta,M1,Short,6.54,3,3,2,0,0.0
2025-10-11,meta,M1,Long,2.62,0,1,0,0,0.0
2025-10-11,meta,M2,Short,8.59,7,3,3,0,0.0
2025-10-11,meta,M2,Long,4.79,3,3,1,0,0.0
2025-10-12,meta,M1,Short,7.14,6,4,1,1,1115.66
2025-10-12,meta,M1,Long,12.29,4,4,1,0,0.0
2025-10-12,meta,M2,Short,1.66,1,1,0,0,0.0
2025-10-12,meta,M2,Long,2.42,1,2,0,0,0.0
2025-10-13,meta,M1,Short,10.24,2,6,1,0,0.0
2025-10-13,meta,M1,Long,14.42,5,2,0,0,0.0
2025-10-13,meta,M2,Short,0.88,0,0,0,0,0.0
2025-10-13,meta,M2,Long,1.81,2,1,1,0,0.0
2025-10-14,meta,M1,Short,2.01,0,0,0,0,0.0
2025-10-14,meta,M1,Long,2.22,0,0,0,0,0.0
2025-10-14,meta,M2,Short,7.82,4,5,2,0,0.0
2025-10-14,meta,M2,Long,16.83,5,3,1,0,0.0
2025-10-15,meta,M1,Short,16.49,7,5,1,1,1493.33
2025-10-15,meta,M1,Long,2.45,2,0,0,0,0.0
2025-10-15,meta,M2,Short,4.37,2,2,1,1,1493.33
2025-10-15,meta,M2,Long,5.87,1,2,0,0,0.0
2025-10-16,meta,M1,Short,5.57,0,1,1,0,0.0
2025-10-16,meta,M1,Long,17.89,4,3,2,0,0.0
2025-10-16,meta,M2,Short,5.47,5,3,0,0,0.0
2025-10-16,meta,M2,Long,2.98,2,1,1,0,0.0
2025-10-17,meta,M1,Short,4.74,7,2,1,0,0.0
2025-10-17,meta,M1,Long,15.69,10,7,3,0,0.0
2025-10-17,meta,M2,Short,2.86,1,2,1,0,0.0
2025-10-17,meta,M2,Long,8.75,1,1,0,0,0.0
2025-10-18,meta,M1,Short,11.8,5,3,2,0,0.0
2025-10-18,meta,M1,Long,6.56,6,3,1,1,494.96
2025-10-18,meta,M2,Short,6.26,5,4,1,0,0.0
2025-10-18,meta,M2,Long,0.91,0,1,0,0,0.0
2025-10-19,meta,M1,Short,2.29,0,2,0,0,0.0
2025-10-19,meta,M1,Long,3.18,2,1,1,0,0.0
2025-10-19,meta,M2,Short,5.74,4,3,2,1,635.23
2025-10-19,meta,M2,Long,9.09,6,2,0,0,0.0
2025-10-20,meta,M1,Short,4.12,0,0,0,0,0.0
2025-10-20,meta,M1,Long,15.84,11,5,2,0,0.0
2025-10-20,meta,M2,Short,2.85,1,2,0,0,0.0
2025-10-20,meta,M2,Long,2.03,0,0,0,0,0.0
2025-10-21,meta,M1,Short,2.26,0,0,0,0,0.0
2025-10-21,meta,M1,Long,9.84,2,1,0,0,0.0
2025-10-21,meta,M2,Short,14.3,7,6,3,1,2212.63
2025-10-21,meta,M2,Long,2.74,1,2,0,0,0.0
2025-10-22,meta,M1,Short,12.02,2,4,1,1,2488.24
2025-10-22,meta,M1,Long,3.3,2,0,0,0,0.0
2025-10-22,meta,M2,Short,10.48,4,4,0,0,0.0
2025-10-22,meta,M2,Long,4.84,1,2,1,0,0.0
2025-10-23,meta,M1,Short,1.64,1,1,0,0,0.0
2025-10-23,meta,M1,Long,14.08,10,5,2,0,0.0
2025-10-23,meta,M2,Short,8.37,2,2,1,0,0.0
2025-10-23,meta,M2,Long,5.9,4,4,1,0,0.0
2025-10-24,meta,M1,Short,9.05,5,2,2,0,0.0
2025-10-24,meta,M1,Long,5.73,3,2,0,0,0.0
2025-10-24,meta,M2,Short,2.48,2,2,0,0,0.0
